bought,"時計-ELLE Lumiere","シルバー・丸盤（メルカリ,2020）",
free,"ポーチ","お父さんが若いころ使用してたのにゴミ箱に捨ててたので救出した",
gift,"靴下はぎれキーホルダー","from あくちゃん",
gift,"ESP公式アクセサリー","おばあちゃんが昔ハマってたESPのゴールドリングとネックレス",
bought,"水琴鈴","とてもいい音が鳴る水琴鈴とOKコインケースについてたキーホルダー",
bought,"FOR YOUキーホルダー","水色と黄色のグラデーションがきれい（渡嘉敷島,2020）",
bought,"きつねストラップ","布素材のぬいぐるみ御守（伏見稲荷,2022）",
gift,"ミニカゴバックキーホルダー","from あっち　家の鍵をつけている",
gift,"リサイクル袋","from 大津さん　おそらくプラスチックの再利用で作られた水色の袋。硬めの素材だけど使うと柔らかく、折れ部分が色が薄くなったりしそう",
